Net 	 StatProb  	 Tc
key[124] 0.5 200.000000
key[123] 0.5 200.000000
key[122] 0.5 200.000000
key[121] 0.5 200.000000
key[120] 0.5 200.000000
key[119] 0.5 200.000000
key[118] 0.5 200.000000
key[117] 0.5 200.000000
key[116] 0.5 200.000000
key[115] 0.5 200.000000
key[114] 0.5 200.000000
key[113] 0.5 200.000000
key[112] 0.5 200.000000
key[111] 0.5 200.000000
key[110] 0.5 200.000000
key[109] 0.5 200.000000
key[108] 0.5 200.000000
key[107] 0.5 200.000000
key[106] 0.5 200.000000
key[105] 0.5 200.000000
key[104] 0.5 200.000000
key[103] 0.5 200.000000
key[102] 0.5 200.000000
key[101] 0.5 200.000000
key[100] 0.5 200.000000
key[99] 0.5 200.000000
key[98] 0.5 200.000000
key[97] 0.5 200.000000
key[96] 0.5 200.000000
key[95] 0.5 200.000000
key[94] 0.5 200.000000
key[93] 0.5 200.000000
key[92] 0.5 200.000000
key[91] 0.5 200.000000
key[90] 0.5 200.000000
key[89] 0.5 200.000000
key[88] 0.5 200.000000
key[87] 0.5 200.000000
key[86] 0.5 200.000000
key[85] 0.5 200.000000
key[84] 0.5 200.000000
key[83] 0.5 200.000000
key[82] 0.5 200.000000
key[81] 0.5 200.000000
key[80] 0.5 200.000000
key[79] 0.5 200.000000
key[78] 0.5 200.000000
key[77] 0.5 200.000000
key[76] 0.5 200.000000
key[75] 0.5 200.000000
key[74] 0.5 200.000000
key[73] 0.5 200.000000
key[72] 0.5 200.000000
key[71] 0.5 200.000000
key[70] 0.5 200.000000
key[69] 0.5 200.000000
key[68] 0.5 200.000000
key[67] 0.5 200.000000
key[66] 0.5 200.000000
key[65] 0.5 200.000000
key[64] 0.5 200.000000
key[63] 0.5 200.000000
key[62] 0.5 200.000000
key[61] 0.5 200.000000
key[60] 0.5 200.000000
key[59] 0.5 200.000000
key[58] 0.5 200.000000
key[57] 0.5 200.000000
key[56] 0.5 200.000000
key[55] 0.5 200.000000
key[54] 0.5 200.000000
key[53] 0.5 200.000000
key[52] 0.5 200.000000
key[51] 0.5 200.000000
key[50] 0.5 200.000000
key[49] 0.5 200.000000
key[48] 0.5 200.000000
key[47] 0.5 200.000000
key[46] 0.5 200.000000
key[45] 0.5 200.000000
key[44] 0.5 200.000000
key[43] 0.5 200.000000
key[42] 0.5 200.000000
key[41] 0.5 200.000000
key[40] 0.5 200.000000
key[39] 0.5 200.000000
key[38] 0.5 200.000000
key[37] 0.5 200.000000
key[36] 0.5 200.000000
key[35] 0.5 200.000000
key[34] 0.5 200.000000
key[33] 0.5 200.000000
key[32] 0.5 200.000000
key[31] 0.5 200.000000
key[30] 0.5 200.000000
key[29] 0.5 200.000000
key[28] 0.5 200.000000
key[27] 0.5 200.000000
key[26] 0.5 200.000000
key[25] 0.5 200.000000
key[24] 0.5 200.000000
key[23] 0.5 200.000000
key[22] 0.5 200.000000
key[21] 0.5 200.000000
key[20] 0.5 200.000000
key[19] 0.5 200.000000
key[18] 0.5 200.000000
key[17] 0.5 200.000000
key[16] 0.5 200.000000
key[15] 0.5 200.000000
key[14] 0.5 200.000000
key[13] 0.5 200.000000
key[12] 0.5 200.000000
key[11] 0.5 200.000000
key[10] 0.5 200.000000
key[9] 0.5 200.000000
key[8] 0.5 200.000000
key[7] 0.5 200.000000
key[6] 0.5 200.000000
key[5] 0.5 200.000000
key[4] 0.5 200.000000
key[3] 0.5 200.000000
key[2] 0.5 200.000000
key[1] 0.5 200.000000
key[0] 0.5 200.000000
text_out[127] 0.49765 982.910156
text_out[126] 0.499776 980.712891
text_out[125] 0.497518 980.835022
text_out[124] 0.502859 978.027344
text_out[123] 0.497966 976.888062
text_out[122] 0.500763 965.047241
text_out[121] 0.497945 979.614319
text_out[120] 0.500112 971.150757
text_out[119] 0.499593 969.116211
text_out[118] 0.502085 986.368896
text_out[117] 0.501933 983.398499
text_out[116] 0.501414 962.972046
text_out[115] 0.504578 964.843750
text_out[114] 0.496531 969.156921
text_out[113] 0.498383 991.210999
text_out[112] 0.50293 976.725281
text_out[111] 0.504069 962.443054
text_out[110] 0.498759 972.045959
text_out[109] 0.50179 961.547852
text_out[108] 0.501841 964.558960
text_out[107] 0.499491 972.819031
text_out[106] 0.502207 978.678467
text_out[105] 0.497915 968.261719
text_out[104] 0.501455 970.784546
text_out[103] 0.494619 982.299805
text_out[102] 0.501455 984.130859
text_out[101] 0.504008 976.114929
text_out[100] 0.500987 975.626709
text_out[99] 0.499166 987.264038
text_out[98] 0.500692 969.848694
text_out[97] 0.497345 987.426758
text_out[96] 0.501506 981.445374
text_out[95] 0.504364 965.250732
text_out[94] 0.499105 963.745178
text_out[93] 0.501841 971.801819
text_out[92] 0.498149 964.030029
text_out[91] 0.497426 967.936218
text_out[90] 0.499898 966.145935
text_out[89] 0.497772 970.581116
text_out[88] 0.504059 968.465210
text_out[87] 0.498271 971.435608
text_out[86] 0.503886 981.648804
text_out[85] 0.500783 975.870789
text_out[84] 0.499318 981.689453
text_out[83] 0.499644 980.061890
text_out[82] 0.499349 973.022522
text_out[81] 0.496724 978.352966
text_out[80] 0.498596 979.003967
text_out[79] 0.500265 992.716553
text_out[78] 0.502014 985.473694
text_out[77] 0.49527 986.613037
text_out[76] 0.502299 991.984070
text_out[75] 0.502299 984.985352
text_out[74] 0.499573 978.637695
text_out[73] 0.503255 988.810303
text_out[72] 0.503306 985.188843
text_out[71] 0.497793 988.159241
text_out[70] 0.504028 980.143250
text_out[69] 0.498169 991.495850
text_out[68] 0.501272 980.590881
text_out[67] 0.502126 979.126038
text_out[66] 0.500346 976.033569
text_out[65] 0.498332 984.049500
text_out[64] 0.500193 980.550171
text_out[63] 0.500407 972.534180
text_out[62] 0.497548 974.609375
text_out[61] 0.498596 966.512085
text_out[60] 0.503113 973.917664
text_out[59] 0.502126 963.134827
text_out[58] 0.497966 959.798218
text_out[57] 0.498851 971.923828
text_out[56] 0.497152 970.296265
text_out[55] 0.498352 984.293640
text_out[54] 0.506317 982.625427
text_out[53] 0.498403 986.857117
text_out[52] 0.498393 986.531616
text_out[51] 0.501221 977.823975
text_out[50] 0.495412 980.102539
text_out[49] 0.497793 996.297241
text_out[48] 0.500895 981.323242
text_out[47] 0.499034 983.683289
text_out[46] 0.495514 974.446655
text_out[45] 0.500519 975.667358
text_out[44] 0.499898 979.655029
text_out[43] 0.5012 972.005249
text_out[42] 0.500895 964.721741
text_out[41] 0.500122 984.537842
text_out[40] 0.49821 983.398499
text_out[39] 0.501455 970.214905
text_out[38] 0.504629 971.720459
text_out[37] 0.500743 979.329468
text_out[36] 0.494059 965.657593
text_out[35] 0.500916 973.388672
text_out[34] 0.499563 976.806641
text_out[33] 0.496969 985.026062
text_out[32] 0.499512 977.213623
text_out[31] 0.503703 953.369202
text_out[30] 0.498789 964.436890
text_out[29] 0.499797 956.054688
text_out[28] 0.499664 955.566467
text_out[27] 0.495341 964.314880
text_out[26] 0.498871 958.374084
text_out[25] 0.502452 959.920288
text_out[24] 0.502238 951.660217
text_out[23] 0.501567 978.719116
text_out[22] 0.498586 983.113647
text_out[21] 0.498077 983.032288
text_out[20] 0.498047 980.224670
text_out[19] 0.50179 975.097717
text_out[18] 0.4994 973.388672
text_out[17] 0.501068 988.403320
text_out[16] 0.497894 985.148193
text_out[15] 0.497111 973.022522
text_out[14] 0.497274 968.098999
text_out[13] 0.501831 978.678467
text_out[12] 0.499593 966.593445
text_out[11] 0.504079 975.301208
text_out[10] 0.499878 967.570007
text_out[9] 0.501546 969.238342
text_out[8] 0.498342 978.149475
text_out[7] 0.498891 980.550171
text_out[6] 0.501475 978.597046
text_out[5] 0.496145 978.637695
text_out[4] 0.500946 977.905334
text_out[3] 0.498098 961.995483
text_out[2] 0.501322 977.091492
text_out[1] 0.499664 976.725281
text_out[0] 0.50176 970.214905
n9284 0.272329 201.416031
n9285 0.108205 230.916351
n9286 0.510406 218.180344
n9287 0.275899 175.496429
n9288 0.068746 134.440109
n9289 0.435496 523.559570
n9290 0.440959 518.269897
n9291 0.43807 523.356140
n9292 0.436778 520.060242
n9293 0.433502 513.020874
n9294 0.433879 526.082336
n9295 0.425659 517.049194
n9296 0.432983 522.257507
n9297 0.441416 518.310608
n9298 0.436961 518.025757
n9299 0.434672 514.607788
n9300 0.434458 518.229187
n9301 0.435883 517.659546
n9302 0.438232 519.205750
n9303 0.440236 515.665710
n9304 0.430939 521.565796
n9305 0.437103 510.701538
n9306 0.44219 521.403015
n9307 0.435618 512.491882
n9308 0.441884 508.544952
n9309 0.431722 524.007202
n9310 0.431885 516.967834
n9311 0.434499 518.920959
n9312 0.439677 521.403015
n9313 0.441884 516.805054
n9314 0.432892 514.851929
n9315 0.445872 516.398132
n9316 0.432058 517.211914
n9317 0.440938 518.473328
n9318 0.436717 512.573242
n9319 0.438843 564.575256
n9320 0.429881 537.028015
n9321 0.427073 513.671875
n9322 0.434621 510.009796
n9323 0.43575 524.536133
n9324 0.429637 486.450226
n9325 0.440735 518.758118
n9326 0.427663 476.765961
n9327 0.42804 458.821655
n9328 0.434825 525.512756
n9329 0.440735 544.067383
n9330 0.437978 544.962585
n9331 0.433543 522.542358
n9332 0.434825 520.833374
n9333 0.440725 517.578186
n9334 0.430837 518.147766
n9335 0.428558 531.209351
n9336 0.434855 503.255249
n9337 0.444214 513.956726
n9338 0.441427 518.961609
n9339 0.432149 507.242859
n9340 0.437205 480.875671
n9341 0.437998 495.402039
n9342 0.435089 523.478210
n9343 0.434092 507.771820
n9344 0.439189 493.123383
n9345 0.425293 536.132812
n9346 0.440226 511.230499
n9347 0.429749 524.129272
n9348 0.435466 520.752014
n9349 0.438029 524.780273
n9350 0.436818 512.410522
n9351 0.438212 513.834656
n9352 0.437398 513.590515
n9353 0.429993 522.664429
n9354 0.435913 524.739624
n9355 0.436941 512.573242
n9356 0.42986 546.834290
n9357 0.435699 525.187195
n9358 0.424021 522.664429
n9359 0.438436 512.695374
n9360 0.434743 517.252625
n9361 0.432292 521.280945
n9362 0.445923 522.542358
n9363 0.442841 511.433929
n9364 0.423838 516.438843
n9365 0.426819 498.168945
n9366 0.498993 808.553101
n9367 0.502319 809.936584
n9368 0.497925 813.517273
n9369 0.50117 746.012390
n9370 0.500712 820.027710
n9371 0.500936 825.561584
n9372 0.504272 814.086914
n9373 0.504679 808.634460
n9374 0.503255 811.767639
n9375 0.497203 823.567749
n9376 0.493927 808.756592
n9377 0.495117 804.199280
n9378 0.493195 802.815796
n9379 0.49881 807.820679
n9380 0.496023 801.350891
n9381 0.502625 824.544250
n9382 0.500895 812.744202
n9383 0.500692 805.053772
n9384 0.500295 756.022156
n9385 0.499898 822.591187
n9386 0.502014 810.994507
n9387 0.497793 810.017944
n9388 0.498505 817.911865
n9389 0.50234 804.524780
n9390 0.501373 801.473022
n9391 0.50001 810.017944
n9392 0.502696 824.056030
n9393 0.502218 821.940125
n9394 0.502218 802.937866
n9395 0.503255 806.274475
n9396 0.501394 815.755249
n9397 0.501821 808.146240
n9398 0.503489 813.232422
n9399 0.498505 799.479187
n9400 0.502869 815.877319
n9401 0.496633 814.982117
n9402 0.500193 808.146240
n9403 0.49528 818.033875
n9404 0.498912 819.946289
n9405 0.500712 816.446960
n9406 0.503906 806.193054
n9407 0.494537 810.384155
n9408 0.495758 809.895813
n9409 0.499044 806.966187
n9410 0.43395 522.054077
n9411 0.437907 524.576843
n9412 0.436259 520.060242
n9413 0.441172 522.705078
n9414 0.434397 549.275757
n9415 0.434123 522.949219
n9416 0.434611 522.623718
n9417 0.440654 513.997437
n9418 0.432536 513.631226
n9419 0.433238 486.165405
n9420 0.440104 508.544952
n9421 0.440236 548.909546
n9422 0.439321 523.478210
n9423 0.437347 531.616272
n9424 0.433024 550.618530
n9425 0.435903 539.876343
n9426 0.432973 562.581421
n9427 0.438914 524.210632
n9428 0.440643 513.264954
n9429 0.438497 517.171265
n9430 0.439341 517.985046
n9431 0.435822 516.560913
n9432 0.438324 515.991211
n9433 0.440043 517.700256
n9434 0.430786 526.855530
n9435 0.440308 519.734741
n9436 0.430196 512.695374
n9437 0.431529 530.151367
n9438 0.44398 521.443726
n9439 0.432922 517.456055
n9440 0.436371 513.916077
n9441 0.42865 519.083679
n9442 0.435791 524.820984
n9443 0.433889 521.443726
n9444 0.433889 511.678070
n9445 0.426687 524.698914
n9446 0.435415 515.502930
n9447 0.440582 520.955444
n9448 0.436289 525.187195
n9449 0.432729 519.205750
n9450 0.425283 519.897461
n9451 0.434469 511.189819
n9452 0.437205 511.149139
n9453 0.439555 527.791382
n9454 0.437439 515.462280
n9455 0.43869 477.172882
n9456 0.496775 804.524780
n9457 0.498779 796.875061
n9458 0.499552 824.829102
n9459 0.503723 799.275757
n9460 0.500437 807.617249
n9461 0.503082 808.553101
n9462 0.501994 813.964905
n9463 0.495921 824.747742
n9464 0.499573 830.363037
n9465 0.505727 818.156006
n9466 0.499369 810.099304
n9467 0.499257 816.772522
n9468 0.495534 810.384155
n9469 0.494731 805.826843
n9470 0.494832 807.047546
n9471 0.497192 808.146240
n9472 0.498413 830.973389
n9473 0.5012 808.024109
n9474 0.500916 807.495178
n9475 0.493978 818.603577
n9476 0.494924 810.994507
n9477 0.503164 808.634460
n9478 0.504242 810.384155
n9479 0.50414 810.424805
n9480 0.498149 817.627014
n9481 0.499654 812.296570
n9482 0.501892 813.598694
n9483 0.502879 809.244812
n9484 0.497986 795.776367
n9485 0.502563 782.470764
n9486 0.500071 814.249756
n9487 0.498423 818.847717
n9488 0.496948 807.535889
n9489 0.497498 800.862671
n9490 0.500763 749.918640
n9491 0.497335 806.884827
n9492 0.494812 795.288147
n9493 0.501129 808.878601
n9494 0.500234 811.971069
n9495 0.441945 534.220398
n9496 0.501495 809.977295
n9497 0.444356 508.911163
n9498 0.498383 800.048828
n9499 0.497131 805.908203
n9500 0.49763 797.322632
n9501 0.497243 808.675110
n9502 0.497609 807.820679
n9503 0.502004 808.715881
n9504 0.498027 812.255859
n9505 0.498057 809.122742
n9506 0.501923 798.909485
n9507 0.502462 816.487671
n9508 0.436798 515.136780
n9509 0.504924 817.504883
n9510 0.500092 806.193054
n9511 0.435099 510.701538
n9512 0.501923 811.604858
n9513 0.504374 814.737976
n9514 0.496318 807.779968
n9515 0.501089 812.133850
n9516 0.435048 505.330414
n9517 0.498789 814.615906
n9518 0.501546 828.613342
n9519 0.502726 809.285461
n9520 0.492961 811.848999
n9521 0.500814 822.835327
n9522 0.501628 808.390320
n9523 0.50293 810.546936
n9524 0.499146 799.641968
n9525 0.503754 814.656616
n9526 0.495066 808.553101
n9527 0.501343 807.210327
n9528 0.507762 804.036499
n9529 0.064606 237.386078
n9530 0.033915 109.008789
n9531 0.167257 641.438782
n9532 0.017385 20.182293
n9533 0.267934 248.331726
n9535 0.017314 41.748047
n9536 0.498077 1001.709045
n9537 0.49763 989.542664
n9538 0.500753 1001.139343
n9539 0.498698 1001.180054
n9540 0.494802 1001.017334
n9541 0.499929 999.267639
n9542 0.496765 994.873108
n9543 0.497823 989.135803
n9544 0.498291 998.697937
n9545 0.500885 998.901428
n9546 0.500203 991.984070
n9547 0.503398 996.053162
n9548 0.49823 1003.865601
n9549 0.49408 988.362671
n9550 0.503672 1000.610413
n9551 0.494741 999.145569
n9552 0.02239 89.558922
n9556 0.501699 576.253296
n9557 0.500407 583.780945
n9583 0.501211 579.060913
n9584 0.497437 583.048523
n9585 0.498708 577.962280
n9586 0.501902 551.554382
n9596 0.496023 579.223694
n9597 0.495158 595.092834
n9598 0.513774 568.155945
n9599 0.502146 580.118835
n9600 0.499054 573.242249
n9683 0.49822 581.542969
n9684 0.49762 581.909180
n9685 0.505015 578.735413
n9686 0.499603 584.513367
n9687 0.500295 567.789734
n9688 0.062917 29.663088
n9689 0.132456 83.821617
n9699 0.499919 991.902710
n9700 0.499471 1002.441467
n9701 0.50297 991.170349
n9702 0.500326 984.497131
n9703 0.498464 997.436584
n9704 0.497223 995.279968
n9705 0.501882 989.949646
n9706 0.499339 997.843445
n9707 0.496307 1001.220764
n9708 0.502553 991.007507
n9709 0.502482 996.785522
n9710 0.501261 992.838562
n9711 0.49646 194.986984
n9712 0.49646 194.986984
n9713 0.49646 194.986984
n9714 0.259562 1038.045288
n9715 0.49646 194.986984
n9716 0.200297 290.649414
n9717 0.49646 194.986984
n9718 0.503703 193.766281
n9719 0.49646 194.986984
n9720 0.503377 193.684906
n9721 0.503377 193.684906
n9722 0.503377 193.684906
n9723 0.503377 193.684906
n9724 0.503377 193.684906
n9725 0.501251 121.907555
n9726 0.504293 119.995117
n9727 0.498596 123.331711
n9728 0.499298 120.890305
n9729 0.500804 122.802742
n9730 0.509888 123.209648
n9731 0.495036 119.588226
n9732 0.488495 122.192390
n9733 0.503469 123.453781
n9734 0.494893 123.006187
n9735 0.50769 122.233078
n9736 0.506012 125.366219
n9737 0.498606 125.854500
n9738 0.494934 122.965500
n9739 0.497162 117.431648
n9740 0.484843 123.087570
n9741 0.508026 125.366219
n9742 0.502797 123.046875
n9743 0.500366 123.087570
n9744 0.482839 119.384766
n9745 0.493113 119.384766
n9746 0.496216 124.308273
n9747 0.510356 123.697922
n9748 0.490377 125.081390
n9749 0.515605 122.517906
n9750 0.499003 119.750984
n9751 0.496867 119.181320
n9752 0.499705 119.140633
n9753 0.497976 123.575851
n9754 0.500254 123.697922
n9755 0.501272 124.308273
n9756 0.503744 120.605469
n9757 0.488078 122.029633
n9758 0.483002 125.366219
n9759 0.51003 126.953133
n9760 0.483887 122.639984
n9761 0.497253 121.704109
n9762 0.488973 124.837242
n9763 0.49472 124.308273
n9764 0.510844 121.907555
n9765 0.496185 127.319336
n9766 0.496775 122.111008
n9767 0.500956 123.942062
n9768 0.495361 126.668297
n9769 0.493602 125.569664
n9770 0.492961 124.511726
n9771 0.49939 120.768242
n9772 0.487864 118.367523
n9773 0.504588 121.907555
n9774 0.496887 125.162766
n9775 0.494069 124.226891
n9776 0.490651 122.517906
n9777 0.500142 122.843430
n9778 0.506938 123.901375
n9779 0.469208 120.849617
n9780 0.487742 123.250336
n9781 0.493835 123.128258
n9782 0.482402 122.273766
n9783 0.504476 119.791672
n9784 0.487854 127.522797
n9785 0.496267 122.477219
n9786 0.505717 124.186203
n9787 0.50297 126.383469
n9788 0.500407 122.517906
n9789 0.508606 122.639984
n9790 0.510732 121.541351
n9791 0.49117 121.785484
n9792 0.50827 117.919930
n9793 0.487457 123.087570
n9794 0.494965 122.273766
n9795 0.483978 118.286133
n9796 0.488485 118.570969
n9797 0.504618 120.931000
n9798 0.501231 121.988945
n9799 0.481923 120.890305
n9800 0.49293 121.704109
n9801 0.493622 120.564781
n9802 0.497121 121.826172
n9803 0.513916 125.447594
n9804 0.504049 119.588226
n9805 0.490885 121.663414
n9806 0.492544 124.267578
n9807 0.50412 118.204758
n9808 0.511861 120.239265
n9809 0.515015 124.348961
n9810 0.499339 124.715172
n9811 0.487386 126.302094
n9812 0.493693 125.935875
n9813 0.488454 126.302094
n9814 0.498505 124.064133
n9815 0.496755 117.635094
n9816 0.493123 119.832359
n9817 0.501211 121.134445
n9818 0.513204 119.303391
n9819 0.503916 122.599297
n9820 0.50646 122.843430
n9821 0.511739 120.849617
n9822 0.486654 121.175133
n9823 0.511169 125.651054
n9824 0.5106 121.785484
n9825 0.507456 121.053062
n9826 0.503957 116.088875
n9827 0.499257 119.425461
n9828 0.493042 120.402023
n9829 0.487966 123.535164
n9830 0.509593 123.128258
n9831 0.507233 124.471039
n9832 0.505717 122.802742
n9833 0.498311 126.057945
n9834 0.500916 121.012375
n9835 0.509196 115.356453
n9836 0.488251 122.924812
n9837 0.496409 123.535164
n9838 0.497803 121.419281
n9839 0.499593 121.785484
n9840 0.483754 119.954430
n9841 0.500397 124.755867
n9842 0.495392 120.971687
n9843 0.489695 125.122078
n9844 0.49766 124.145515
n9845 0.509003 123.616539
n9846 0.486989 122.762054
n9847 0.505198 120.402023
n9848 0.502808 120.686852
n9849 0.509542 120.442711
n9850 0.506765 123.575851
n9851 0.485789 121.948242
n9852 0.497813 122.273766
n1 0.724172 175.455734
n4 0.727753 201.375336
n5 0.732137 248.209641
n30 0.499461 816.121460
n50 0.501099 806.844055
n51 0.499481 804.809631
n52 0.496409 798.909485
n53 0.49703 808.268250
n68 0.500641 824.503601
n73 0.499441 819.702209
n74 0.498617 828.409851
n75 0.494446 817.952515
n92 0.49939 822.631836
n93 0.498169 813.639404
n94 0.500539 830.037415
n112 0.502035 817.220032
n117 0.498667 809.692444
n118 0.496969 808.308960
n127 0.504669 810.058655
n136 0.498281 813.273193
n161 0.503408 804.321289
n162 0.501241 819.620789
n177 0.496053 809.977295
n182 0.505188 810.669006
n183 0.499318 807.128906
n184 0.498983 807.902039
n206 0.492421 803.670288
n211 0.5 807.983398
n212 0.50294 808.471741
n232 0.496287 805.908203
n233 0.496419 814.453125
n248 0.49826 811.157288
n253 0.499268 812.500061
n254 0.497426 808.919312
n273 0.501383 796.712280
n296 0.507223 811.482788
n297 0.504364 809.651733
n315 0.502207 813.273193
n316 0.503479 814.737976
n317 0.500081 805.948914
n338 0.50296 807.942749
n339 0.500122 809.895813
n359 0.502177 812.052490
n360 0.497538 824.300171
n361 0.497264 808.959961
n362 0.505412 805.623352
n378 0.49822 798.502625
n387 0.499868 755.778015
n407 0.497843 804.280640
n408 0.502523 797.037781
n409 0.498179 810.750366
n410 0.50236 809.692444
n428 0.495778 814.453125
n433 0.49588 813.924194
n452 0.505025 803.914429
n453 0.498169 808.227600
n454 0.498739 807.006897
n473 0.502116 808.919312
n478 0.498545 808.146240
n479 0.505625 810.140015
n480 0.503011 805.664124
n497 0.499064 808.553101
n498 0.49942 749.633850
n499 0.499084 811.808350
n520 0.505066 808.268250
n521 0.496928 811.442139
n522 0.495453 808.268250
n523 0.496877 805.908203
n538 0.497274 810.384155
n543 0.502563 807.454407
n544 0.495229 817.098022
n569 0.500061 814.046265
n589 0.49882 801.188171
n590 0.497599 782.348633
n591 0.501699 818.684937
n592 0.501668 817.627014
n606 0.502686 800.577820
n611 0.50292 823.201538
n630 0.506968 802.612366
n655 0.499217 825.317444
n656 0.504903 817.667664
n657 0.501821 799.723328
n674 0.505341 794.962585
n675 0.502808 806.681335
n676 0.499898 811.767639
n677 0.503255 807.128906
n699 0.501709 830.688538
n700 0.500498 812.093140
n701 0.497935 802.612366
n716 0.500997 799.316467
n721 0.497925 821.818115
n722 0.500783 809.814453
n727 0.5 200.000000
n728 0.5 200.000000
n729 0.5 200.000000
n730 0.5 200.000000
n731 0.5 200.000000
